id,title,artist,date,score,link
1635,No Dope On Sundays,Cyhi The Prynce,2017-12-03,5.0,https://www.youtube.com/watch?v=LSX82ylZhJ0
1636,Material Control,Glassjaw,2017-12-04,6.0,https://www.youtube.com/watch?v=dSDbbWaXI9U
1637,Ash,Ibeyi,2017-12-06,7.0,https://www.youtube.com/watch?v=XGboPnsVrU0
1638,Who Built the Moon?,Noel Gallagher's High Flying Birds,2017-12-07,6.0,https://www.youtube.com/watch?v=2P6KBsONYWo
1639,Rainbow Mirror,Prurient,2017-12-08,6.0,https://www.youtube.com/watch?v=2WnDjpoMxjE
1640,Highly Rare,Makaya McCraven,2017-12-09,7.0,https://www.youtube.com/watch?v=aXHFPuiFjzA
1641,1992 Deluxe,Princess Nokia,2017-12-10,8.0,https://www.youtube.com/watch?v=7KQyTYscOpk
1642,Double or Nothing,Big Sean & Metro Boomin,2017-12-14,5.0,https://www.youtube.com/watch?v=h_k1muvplJU
1643,Saturation III,Brockhampton,2017-12-15,8.0,https://www.youtube.com/watch?v=sL0YnMbzmow
1644,"From A Room, Vol. 2",Chris Stapleton,2017-12-16,7.0,https://www.youtube.com/watch?v=-5qQvKlPYjo
1645,Revival,Eminem,2017-12-18,2.0,https://www.youtube.com/watch?v=14Py6kcxKKQ
1646,"Huncho Jack, Jack Huncho",Travis Scott & Quavo,2018-01-02,6.0,https://www.youtube.com/watch?v=LxU-y-udwlA
1647,NO_ONE EVER REALLY DIES,N.E.R.D,2018-01-03,7.0,https://www.youtube.com/watch?v=LAEe4bj6cLA
1653,Post-,Jeff Rosenstock,2018-01-16,9.0,https://www.youtube.com/watch?v=WY1cW0FZxm0
1654,Ephorize,CupcakKe,2018-01-17,7.0,https://www.youtube.com/watch?v=r98hKTgtKiU
1655,Gumboot Soup,King Gizzard & the Lizard Wizard,2018-01-18,7.0,https://www.youtube.com/watch?v=p6T46TrMB80
1656,Veteran,JPEGMAFIA,2018-01-22,8.0,https://www.youtube.com/watch?v=S9gg0JOTF2E
1657,Ruins,First Aid Kit,2018-01-23,7.0,https://www.youtube.com/watch?v=C0C-ZtZapNM
1658,I Can Feel You Creep Into My Private Life,tUnE-yArDs,2018-01-25,5.0,https://www.youtube.com/watch?v=tN1PUSSybYA
1660,Culture II,Migos,2018-01-30,4.0,https://www.youtube.com/watch?v=cTYg1mAd8tA
1661,Freedom's Goblin,Ty Segall,2018-02-01,7.0,https://www.youtube.com/watch?v=J8qVaBy42Xg
1662,Ion,Portal,2018-02-02,9.0,https://www.youtube.com/watch?v=W3SopqFy2eg
1664,Man of the Woods,Justin Timberlake,2018-02-05,3.0,https://www.youtube.com/watch?v=tKHC0X2EwAs
1665,Amen,Rich Brian,2018-02-06,6.0,https://www.youtube.com/watch?v=gPdD04_9A9A
1666,Snares Like A Haircut,No Age,2018-02-07,7.0,https://www.youtube.com/watch?v=3DEtgItwWt0
1667,Swell,Tiny Moving Parts,2018-02-09,4.0,https://www.youtube.com/watch?v=rz7KzrrAbzo
1668,Down Below,Tribulation,2018-02-11,7.0,https://www.youtube.com/watch?v=DpXe5kbKVtM
1669,Little Dark Age,MGMT,2018-02-12,8.0,https://www.youtube.com/watch?v=eQ3Wd60Qddw
1670,Cubafonía,Daymé Arocena,2018-02-13,8.0,https://www.youtube.com/watch?v=slBC3h48xgQ
1671,Black Panther The Album,Various Artists,2018-02-15,6.0,https://www.youtube.com/watch?v=TcMeRrIJe1M
1673,Twin Fantasy (Face to Face),Car Seat Headrest,2018-02-20,8.0,https://www.youtube.com/watch?v=EcFJbKJxjDA
1674,Room Inside The World,Ought,2018-02-21,6.0,https://www.youtube.com/watch?v=ViAn7COdDqo
1676,In a Poem Unlimited,U.S. Girls,2018-02-23,8.0,https://www.youtube.com/watch?v=6qC-ZLOK-8Y
1677,All at Once,Screaming Females,2018-02-27,8.0,https://www.youtube.com/watch?v=aVDeTMPuyDM
1678,Gangin,SOB x RBE,2018-02-28,6.0,https://www.youtube.com/watch?v=fPZwOG2RcFU
1679,2012 - 2017,A.A.L (Against All Logic),2018-03-01,9.0,https://www.youtube.com/watch?v=2WiS99Qukxc
1680,Time & Space,Turnstile,2018-03-03,5.0,https://www.youtube.com/watch?v=m80fpwG_GGA
1682,Memories Don't Die,Tory Lanez,2018-03-06,3.0,https://www.youtube.com/watch?v=6VJulC5QLhY
1683,You're Not Alone,Andrew W.K.,2018-03-07,8.0,https://www.youtube.com/watch?v=tLWPSqE0DC4
1684,A Productive Cough,Titus Andronicus,2018-03-08,5.0,https://www.youtube.com/watch?v=iSK2hb2z0us
1685,Dead Magic,Anna von Hausswolff,2018-03-10,8.0,https://www.youtube.com/watch?v=0dVNV1Q5jjU
1686,Lil Boat 2,Lil Yachty,2018-03-14,7.0,https://www.youtube.com/watch?v=CCJZO4I2SS8
1687,American Utopia,David Byrne,2018-03-15,7.0,https://www.youtube.com/watch?v=Kh2_xvw3LUA
1688,Musas Vol. 2,Natalia Lafourcade,2018-03-16,8.0,https://www.youtube.com/watch?v=7TABeq5TLGY
1690,?,XXXTentacion,2018-03-19,4.0,https://www.youtube.com/watch?v=gWUdEgaTdo8
1691,Cocoa Sugar,Young Fathers,2018-03-21,6.0,https://www.youtube.com/watch?v=UHn-uNjJAoY
1692,Firepower,Judas Priest,2018-03-22,8.0,https://www.youtube.com/watch?v=0Z9n4DNNsy8
1693,The Neighbourhood,The Neighbourhood,2018-03-23,4.0,https://www.youtube.com/watch?v=h4d-M5jbx8Q
1694,American Dollar Bill,Keiji Haino + Sumac,2018-03-24,7.0,https://www.youtube.com/watch?v=iXiIx4DKKbs
1695,Now Only,Mount Eerie,2018-03-26,7.0,https://www.youtube.com/watch?v=AhVPv5q9Ik8
1696,Boarding House Reach,Jack White,2018-03-27,9.0,https://www.youtube.com/watch?v=GyXofB1k24A
1697,PRhyme 2,PRhyme,2018-03-28,6.0,https://www.youtube.com/watch?v=P32evYxRvTA
1698,New Material,Preoccupations,2018-03-29,5.0,https://www.youtube.com/watch?v=2akyCFh6DOg
1699,Superorganism,Superorganism,2018-03-30,7.0,https://www.youtube.com/watch?v=05AewlnZfE4
1700,"My Dear Melancholy,",The Weeknd,2018-04-02,5.0,https://www.youtube.com/watch?v=O9valpIpGaU
1701,Virtue,The Voidz,2018-04-03,8.0,https://www.youtube.com/watch?v=3CrD91zHkLg
1702,Czarface Meets Metal Face,CZARFACE & MF DOOM,2018-04-04,7.0,https://www.youtube.com/watch?v=LIMy-Bp353E
1703,Everything's Fine,Jean Grae x Quelle Chris,2018-04-06,8.0,https://www.youtube.com/watch?v=om3JC1JSdnI
1704,Golden Hour,Kacey Musgraves,2018-04-07,4.0,https://www.youtube.com/watch?v=m8PBrunDIfI
1705,Invasion of Privacy,Cardi B,2018-04-10,6.0,https://www.youtube.com/watch?v=mxMQEy8sQJI
1706,Vacation in Hell,Flatbush Zombies,2018-04-11,6.0,https://www.youtube.com/watch?v=pf0hDdf2QJc
1707,Isolation,Kali Uchis,2018-04-13,8.0,https://www.youtube.com/watch?v=x9e_8zRuuO8
1708,Your Queen Is a Reptile,Sons of Kemet,2018-04-17,8.0,https://www.youtube.com/watch?v=x7lQBFEURZY
1709,The Tree of Forgiveness,John Prine,2018-04-18,7.0,https://www.youtube.com/watch?v=BN8x5zo3iNs
1711,Sex & Food,Unknown Mortal Orchestra,2018-04-20,5.0,https://www.youtube.com/watch?v=nsO2-Pwoa5s
1712,KOD,J. Cole,2018-04-23,5.0,https://www.youtube.com/watch?v=D5vrzzxGxwc
1713,"Bark Your Head Off, Dog",Hop Along,2018-04-25,8.0,https://www.youtube.com/watch?v=_C0gp-HN7NY
1714,Eat the Elephant,A Perfect Circle,2018-04-26,5.0,https://www.youtube.com/watch?v=ZruuCzKf70k
1716,The Sciences,Sleep,2018-04-28,8.0,https://www.youtube.com/watch?v=xS9kRoXURvg
1717,beerbongs & bentleys,Post Malone,2018-04-30,7.0,https://www.youtube.com/watch?v=a1olq-lfc-I
1718,Dirty Computer,Janelle Monáe,2018-05-01,8.0,https://www.youtube.com/watch?v=4Way39aUJ4g
1719,The Scars of Man on the Once Nameless Wilderness,Panopticon,2018-05-02,4.0,https://www.youtube.com/watch?v=vELbNWkvVk0
1720,Primal Heart,Kimbra,2018-05-03,7.0,https://www.youtube.com/watch?v=2dbrndTCzng
1721,Song For Alpha,Daniel Avery,2018-05-04,5.0,https://www.youtube.com/watch?v=jG_1LDtuSJY
1722,SR3MM,Rae Sremmurd,2018-05-08,7.0,https://www.youtube.com/watch?v=GlToEXQO2yc
1723,Beyondless,Iceage,2018-05-09,7.0,https://www.youtube.com/watch?v=fxDjKGGCYRc
1724,Godfather II,Wiley,2018-05-10,5.0,https://www.youtube.com/watch?v=1K6l7wIuOHg
1725,Singularity,Jon Hopkins,2018-05-11,7.0,https://www.youtube.com/watch?v=cX9qqFGrDX4
1726,Die Lit,Playboi Carti,2018-05-15,7.0,https://www.youtube.com/watch?v=eXm3ODioS80
1727,7,Beach House,2018-05-16,7.0,https://www.youtube.com/watch?v=nWcEHLFmKdE
1728,Tranquility Base Hotel + Casino,Arctic Monkeys,2018-05-17,5.0,https://www.youtube.com/watch?v=uNAm2pFDgBA
1729,Tell Me How You Really Feel,Courtney Barnett,2018-05-22,6.0,https://www.youtube.com/watch?v=GkeHYp7MASY
1730,Wide Awake!,Parquet Courts,2018-05-23,9.0,https://www.youtube.com/watch?v=4ZZREmYnygU
1731,Mark Kozelek,Mark Kozelek,2018-05-25,7.0,https://www.youtube.com/watch?v=HMIUSLOR350
1732,DAYTONA,Pusha T,2018-05-28,8.0,https://www.youtube.com/watch?v=z605Rm7lFTM
1733,Communion,Park Jiha,2018-05-29,6.0,https://www.youtube.com/watch?v=icib8b4GYlI
